student_course_id,student_id,course_id,semester,semester_credits_attempted,semester_credits_earned,semester_points,semester_gpa,course_grade,course_gpa,cgpa,course_points,comments
6743,6717,116,2019-2,3,3,0,,F,0,2.99,0,REPEAT
6744,6717,153,2020-1,3,3,11.25,3.25,A-,3.75,2.99,11.25,
6745,6745,101,2019-1,3,3,9,2.5,B,3,3.2,9,
6746,6745,99,2020-1,3,3,9,3,B,3,3.2,9,
6747,6745,73,2019-2,3,3,10.5,3.38,B+,3.5,3.2,10.5,
6748,6745,100,2019-2,3,3,11.25,3.38,A-,3.75,3.2,11.25,
6749,6745,104,2020-1,3,3,7.5,3,C+,2.5,3.2,7.5,
6750,6745,210,2019-1,3,3,6,2.5,C,2,3.2,6,
6751,6745,103,2019-2,3,3,11.25,3.38,A-,3.75,3.2,11.25,
6752,6745,102,2020-1,3,3,9,3,B,3,3.2,9,
6753,6745,106,2020-1,3,3,9,3,B,3,3.2,9,
6754,6745,123,2020-2,3,3,9,3,B,3,3.2,9,
6755,6745,218,2021-1,3,3,12,3.65,A,4,3.2,12,
6756,6745,107,2021-1,3,3,12,3.65,A,4,3.2,12,
6757,6745,118,2021-1,3,3,10.5,3.65,B+,3.5,3.2,10.5,
6758,6745,44,2019-1,3,3,7.5,2.5,C+,2.5,3.2,7.5,
6759,6745,207,2019-1,3,3,9,2.5,B,3,3.2,9,
6760,6745,69,2020-1,3,3,10.5,3,B+,3.5,3.2,10.5,
6761,6745,172,2021-3,3,3,12,3.5,A,4,3.2,12,
6762,6745,116,2021-3,3,3,9,3.5,B,3,3.2,9,
6763,6745,105,2019-2,3,3,7.5,3.38,C+,2.5,3.2,7.5,
6764,6745,153,2021-1,3,3,11.25,3.65,A-,3.75,3.2,11.25,
6765,6745,58,2019-1,3,3,6,2.5,C,2,3.2,6,
6766,6745,49,2021-1,3,3,9,3.65,B,3,3.2,9,
6767,6745,117,2021-2,12,12,42,3.5,B+,3.5,3.2,42,
6768,6768,73,2019-1,3,3,9,3.5,B,3,3.73,9,
6769,6768,58,2019-2,3,3,11.25,3.71,A-,3.75,3.73,11.25,
6770,6768,118,2020-1,3,3,11.25,3.79,A-,3.75,3.73,11.25,
6771,6768,106,2019-1,3,3,10.5,3.5,B+,3.5,3.73,10.5,
6772,6768,123,2019-2,3,3,10.5,3.71,B+,3.5,3.73,10.5,
6773,6768,101,2019-1,3,3,11.25,3.5,A-,3.75,3.73,11.25,
6774,6768,104,2019-2,3,3,11.25,3.71,A-,3.75,3.73,11.25,
6775,6768,153,2020-1,3,3,12,3.79,A,4,3.73,12,
6776,6768,102,2019-1,3,3,11.25,3.5,A-,3.75,3.73,11.25,
6777,6768,103,2019-2,3,3,12,3.71,A,4,3.73,12,
6778,6768,116,2019-2,3,3,10.5,3.71,B+,3.5,3.73,10.5,
6779,6768,69,2019-1,3,3,10.5,3.5,B+,3.5,3.73,10.5,
6780,6768,99,2019-1,3,3,10.5,3.5,B+,3.5,3.73,10.5,
6781,6768,172,2020-1,3,3,12,3.79,A,4,3.73,12,
6782,6768,105,2019-2,3,3,11.25,3.71,A-,3.75,3.73,11.25,
6783,6768,107,2020-1,3,3,12,3.79,A,4,3.73,12,
6784,6768,49,2020-1,3,3,9,3.79,B,3,3.73,9,
6785,6768,152,2020-1,3,3,12,3.79,A,4,3.73,12,
6786,6768,117,2020-2,12,12,48,4,A,4,3.73,48,
6787,6787,101,2018-1,3,3,4.5,3,D+,1.5,2.44,4.5,REPEAT
6788,6787,106,2018-1,3,3,9,3,B,3,2.44,9,
6789,6787,73,2018-1,3,3,7.5,3,C+,2.5,2.44,7.5,
6790,6787,100,2019-1,3,3,4.5,1.75,D+,1.5,2.44,4.5,
6791,6787,102,2018-1,3,3,10.5,3,B+,3.5,2.44,10.5,
6792,6787,101,2019-1,3,3,7.5,1.75,C+,2.5,2.44,7.5,
6793,6787,104,2019-1,3,3,6,1.75,C,2,2.44,6,
6794,6787,69,2018-1,3,3,9,3,B,3,2.44,9,
6795,6787,99,2018-1,3,3,9,3,B,3,2.44,9,
6796,6787,58,2019-1,3,3,3,1.75,D,1,2.44,3,
6797,6797,106,2018-1,3,3,6,2.2,C,2,3.04,6,
6798,6797,99,2018-1,3,3,6,2.2,C,2,3.04,6,
6799,6797,105,2018-2,3,3,6,2.88,C,2,3.04,6,
6800,6797,172,2018-2,3,3,11.25,2.88,A-,3.75,3.04,11.25,
6801,6797,104,2018-2,3,3,10.5,2.88,B+,3.5,3.04,10.5,
6802,6797,118,2019-1,3,3,10.5,3.04,B+,3.5,3.04,10.5,
6803,6797,131,2019-2,1,1,4,3.77,A,4,3.04,4,
6804,6797,58,2020-1,3,3,11.25,3.75,A-,3.75,3.04,11.25,
6805,6797,69,2018-1,3,3,6,2.2,C,2,3.04,6,
6806,6797,102,2018-1,3,3,9,2.2,B,3,3.04,9,
6807,6797,170,2019-1,3,3,10.5,3.04,B+,3.5,3.04,10.5,
6808,6797,152,2019-1,3,3,11.25,3.04,A-,3.75,3.04,11.25,
6809,6797,117,2019-2,12,12,45,3.77,A-,3.75,3.04,45,
6810,6797,101,2018-1,3,3,6,2.2,C,2,3.04,6,
6811,6797,73,2019-1,3,3,6,3.04,C,2,3.04,6,
6812,6797,116,2020-1,3,3,11.25,3.75,A-,3.75,3.04,11.25,
6813,6797,103,2018-2,3,3,7.5,2.88,C+,2.5,3.04,7.5,
6814,6797,107,2019-1,3,3,7.5,3.04,C+,2.5,3.04,7.5,
6815,6797,73,2018-1,3,3,4.5,2.2,D+,1.5,3.04,4.5,REPEAT
6816,6797,123,2018-2,3,3,6,2.88,C,2,3.04,6,
6817,6797,108,2018-2,3,3,10.5,2.88,B+,3.5,3.04,10.5,
6818,6797,49,2019-1,3,3,9,3.04,B,3,3.04,9,
6819,6797,100,2020-1,3,3,11.25,3.75,A-,3.75,3.04,11.25,
6820,6820,98,2019-1,3,3,6,2.25,C,2,2.19,6,
6821,6820,48,2019-1,3,3,0,2.25,F,0,2.19,0,
6822,6820,41,2019-1,3,3,11.25,2.25,A-,3.75,2.19,11.25,
6823,6820,221,2020-1,3,3,11.25,3.75,A-,3.75,2.19,11.25,
6824,6820,43,2019-2,3,0,0,2.5,AU,0,2.19,0,
6825,6820,206,2019-2,3,3,7.5,2.5,C+,2.5,2.19,7.5,
6826,6820,43,2020-2,3,3,0,0,F,0,2.19,0,
6827,6820,74,2019-1,3,3,7.5,2.25,C+,2.5,2.19,7.5,
6828,6820,173,2019-1,3,3,9,2.25,B,3,2.19,9,
6829,6820,48,2020-1,3,0,0,3.75,WF,0,2.19,0,
6830,6830,99,2019-1,3,3,0,2.63,F,0,3.08,0,REPEAT
6831,6830,58,2019-2,3,3,10.5,2.63,B+,3.5,3.08,10.5,
6832,6830,69,2019-1,3,3,7.5,2.63,C+,2.5,3.08,7.5,
6833,6830,106,2019-1,3,3,7.5,2.63,C+,2.5,3.08,7.5,
6834,6830,152,2020-1,3,3,12,3.42,A,4,3.08,12,
6835,6830,123,2020-2,3,3,9,3.4,B,3,3.08,9,
6836,6830,116,2020-3,3,3,9,3.08,B,3,3.08,9,
6837,6830,102,2019-1,3,3,9,2.63,B,3,3.08,9,
6838,6830,105,2019-2,3,3,9,2.63,B,3,3.08,9,
6839,6830,73,2019-2,3,3,6,2.63,C,2,3.08,6,
6840,6830,107,2020-1,3,3,11.25,3.42,A-,3.75,3.08,11.25,
6841,6830,49,2020-1,3,3,7.5,3.42,C+,2.5,3.08,7.5,
6842,6830,99,2020-1,3,3,9,3.42,B,3,3.08,9,
6843,6830,117,2020-2,12,12,42,3.4,B+,3.5,3.08,42,
6844,6830,104,2020-3,3,3,7.5,3.08,C+,2.5,3.08,7.5,
6845,6830,101,2019-1,3,3,7.5,2.63,C+,2.5,3.08,7.5,
6846,6830,103,2019-2,3,3,6,2.63,C,2,3.08,6,
6847,6830,118,2020-1,3,3,10.5,3.42,B+,3.5,3.08,10.5,
6848,6830,153,2020-1,3,3,11.25,3.42,A-,3.75,3.08,11.25,
6849,6830,172,2020-3,3,3,11.25,3.08,A-,3.75,3.08,11.25,
6850,6850,101,2019-1,3,3,7.5,2.67,C+,2.5,2.98,7.5,
6851,6850,116,2019-2,3,3,0,2.8,F,0,2.98,0,REPEAT
6852,6850,153,2020-1,3,3,12,3.63,A,4,2.98,12,
6853,6850,152,2020-1,3,3,12,3.63,A,4,2.98,12,
6854,6850,73,2021-1,3,3,9,2.17,B,3,2.98,9,
6855,6850,116,2021-1,3,3,3,2.17,D,1,2.98,3,
6856,6850,99,2019-1,3,3,4.5,2.67,D+,1.5,2.98,4.5,REPEAT
6857,6850,69,2020-1,3,3,9,3.63,B,3,2.98,9,
6858,6850,118,2020-1,3,3,11.25,3.63,A-,3.75,2.98,11.25,
6859,6850,103,2018-2,3,3,11.25,3,A-,3.75,2.98,11.25,
6860,6850,73,2019-1,3,0,0,2.67,W,0,2.98,0,REPEAT
6861,6850,106,2019-1,3,3,6,2.67,C,2,2.98,6,
6862,6850,49,2020-1,3,3,10.5,3.63,B+,3.5,2.98,10.5,
6863,6850,104,2019-2,3,3,7.5,2.8,C+,2.5,2.98,7.5,
6864,6850,105,2018-2,3,3,6,3,C,2,2.98,6,
6865,6850,58,2018-2,3,3,7.5,3,C+,2.5,2.98,7.5,
6866,6850,100,2018-2,3,3,11.25,3,A-,3.75,2.98,11.25,
6867,6850,69,2019-1,3,3,4.5,2.67,D+,1.5,2.98,4.5,REPEAT
6868,6850,131,2019-2,1,1,4,2.8,A,4,2.98,4,
6869,6850,172,2019-2,3,3,9,2.8,B,3,2.98,9,
6870,6850,117,2020-2,12,12,36,3,B,3,2.98,36,
6871,6850,102,2019-1,3,3,10.5,2.67,B+,3.5,2.98,10.5,
6872,6850,123,2019-2,3,3,7.5,2.8,C+,2.5,2.98,7.5,
6873,6850,107,2020-1,3,3,10.5,3.63,B+,3.5,2.98,10.5,
6874,6850,99,2021-1,3,3,7.5,2.17,C+,2.5,2.98,7.5,
6875,6875,103,2018-2,3,3,11.25,3.58,A-,3.75,3.76,11.25,
6876,6875,105,2018-2,3,3,9,3.58,B,3,3.76,9,
6877,6875,172,2018-2,3,3,10.5,3.58,B+,3.5,3.76,10.5,
6878,6875,205,2019-1,3,3,12,3.96,A,4,3.76,12,
6879,6875,101,2018-1,3,3,9,3.67,B,3,3.76,9,
6880,6875,106,2018-1,3,3,10.5,3.67,B+,3.5,3.76,10.5,
6881,6875,104,2018-2,3,3,4.5,3.58,WP,1.5,3.76,4.5,REPEAT
6882,6875,116,2018-3,3,3,12,4,A,4,3.76,12,
6883,6875,104,2018-3,3,3,12,4,A,4,3.76,12,
6884,6875,153,2019-1,3,3,12,3.96,A,4,3.76,12,
6885,6875,58,2018-2,3,3,10.5,3.58,B+,3.5,3.76,10.5,
6886,6875,107,2019-1,3,3,12,3.96,A,4,3.76,12,
6887,6875,102,2018-1,3,3,12,3.67,A,4,3.76,12,
6888,6875,99,2018-1,3,3,12,3.67,A,4,3.76,12,
6889,6875,73,2018-1,3,3,12,3.67,A,4,3.76,12,
6890,6875,123,2018-2,3,3,11.25,3.58,A-,3.75,3.76,11.25,
6891,6875,118,2019-1,3,3,11.25,3.96,A-,3.75,3.76,11.25,
6892,6875,117,2019-2,12,12,45,3.75,A-,3.75,3.76,45,
6893,6875,170,2019-1,3,3,12,3.96,A,4,3.76,12,
6894,6875,69,2018-1,3,3,10.5,3.67,B+,3.5,3.76,10.5,
6895,6875,100,2018-2,3,3,12,3.58,A,4,3.76,12,
6896,6875,49,2019-1,3,3,12,3.96,A,4,3.76,12,
6897,6897,122,2020-1,3,3,7.5,0.83,C+,2.5,0.83,7.5,
6898,6897,116,2020-1,3,3,0,0.83,F,0,0.83,0,
6899,6897,172,2020-1,3,3,0,0.83,F,0,0.83,0,
6900,6900,109,2016-1,3,3,9,3.1,B,3,3.49,9,
6901,6900,59,2017-1,3,3,12,3.6,A,4,3.49,12,
6902,6900,73,2016-1,3,3,7.5,3.1,C+,2.5,3.49,7.5,
6903,6900,123,2016-2,3,3,9,3.69,B,3,3.49,9,
6904,6900,54,2017-1,3,3,10.5,3.6,B+,3.5,3.49,10.5,
6905,6900,49,2017-1,3,3,11.25,3.6,A-,3.75,3.49,11.25,
6906,6900,102,2016-1,3,3,10.5,3.1,B+,3.5,3.49,10.5,
6907,6900,99,2016-1,3,3,10.5,3.1,B+,3.5,3.49,10.5,
6908,6900,125,2017-2,3,3,10.5,3.5,B+,3.5,3.49,10.5,
6909,6900,69,2018-1,3,3,11.25,3.63,A-,3.75,3.49,11.25,
6910,6900,74,2016-2,3,3,12,3.69,A,4,3.49,12,
6911,6900,105,2018-2,3,3,7.5,2.5,C+,2.5,3.49,7.5,
6912,6900,58,2016-1,3,3,9,3.1,B,3,3.49,9,
6913,6900,122,2017-1,3,3,9,3.6,B,3,3.49,9,
6914,6900,56,2017-1,3,3,11.25,3.6,A-,3.75,3.49,11.25,
6915,6900,101,2018-1,3,3,11.25,3.63,A-,3.75,3.49,11.25,
6916,6900,170,2018-1,3,3,10.5,3.63,B+,3.5,3.49,10.5,
6917,6900,60,2016-2,3,3,12,3.69,A,4,3.49,12,
6918,6900,42,2016-2,3,3,11.25,3.69,A-,3.75,3.49,11.25,
6919,6900,118,2018-1,3,3,10.5,3.63,B+,3.5,3.49,10.5,
6920,6900,117,2019-2,12,12,45,3.75,A-,3.75,3.49,45,
6921,6921,100,2021-2,3,3,0,2.85,F,0,3.14,0,REPEAT
6922,6921,118,2022-1,3,3,11.25,3.35,A-,3.75,3.14,11.25,
6923,6921,117,2022-2,12,,,,,,3.14,,
6924,6921,103,2021-2,3,3,11.25,2.85,A-,3.75,3.14,11.25,
6925,6921,73,2021-1,3,3,10.5,3.21,B+,3.5,3.14,10.5,
6926,6921,104,2021-2,3,3,10.5,2.85,B+,3.5,3.14,10.5,
6927,6921,107,2022-1,3,3,11.25,3.35,A-,3.75,3.14,11.25,
6928,6921,101,2021-1,3,3,6,3.21,C,2,3.14,6,
6929,6921,106,2021-1,3,3,9,3.21,B,3,3.14,9,
6930,6921,58,2021-2,3,3,10.5,2.85,B+,3.5,3.14,10.5,
6931,6921,100,2022-1,3,3,0,3.35,F,0,3.14,0,REPEAT
6932,6921,69,2021-1,3,3,10.5,3.21,B+,3.5,3.14,10.5,
6933,6921,99,2021-1,3,3,10.5,3.21,B+,3.5,3.14,10.5,
6934,6921,123,2021-2,3,3,7.5,2.85,C+,2.5,3.14,7.5,
6935,6921,105,2021-2,3,3,3,2.85,D,1,3.14,3,
6936,6921,153,2022-1,3,3,11.25,3.35,A-,3.75,3.14,11.25,
6937,6921,152,2022-1,3,3,9,3.35,B,3,3.14,9,
6938,6921,105,2022-2,3,,,,,,3.14,,
6939,6921,102,2021-1,3,3,11.25,3.21,A-,3.75,3.14,11.25,
6940,6921,49,2022-1,3,3,7.5,3.35,C+,2.5,3.14,7.5,
6941,6921,100,2022-2,3,,,,,,3.14,,REPEAT
6942,6942,170,2019-1,3,3,0,0,F,0,0,0,
6943,6943,191,2017-1,3,3,10.5,3.46,B+,3.5,3.46,10.5,
6944,6943,99,2019-1,3,3,6,2.2,C,2,2.72,6,
6945,6943,132,2019-2,3,3,11.25,3.38,A-,3.75,2.72,11.25,
6946,6943,125,2019-2,3,3,7.5,3.38,C+,2.5,2.72,7.5,
6947,6943,69,2020-1,3,3,0,2.08,F,0,2.72,0,
6948,6943,171,2017-1,0,0,0,3.46,F,0,3.46,0,
6949,6943,74,2017-1,3,3,12,3.46,A,4,3.46,12,
6950,6943,150,2019-2,3,3,10.5,3.38,B+,3.5,2.72,10.5,
6951,6943,48,2017-1,3,3,11.25,3.46,A-,3.75,3.46,11.25,
6952,6943,41,2017-1,3,3,9,3.46,B,3,3.46,9,
6953,6943,106,2019-1,3,3,9,2.2,B,3,2.72,9,
6954,6943,73,2019-1,3,3,6,2.2,C,2,2.72,6,
6955,6943,103,2019-2,3,3,11.25,3.38,A-,3.75,2.72,11.25,
6956,6943,123,2020-2,3,0,0,3.5,WP,0,2.72,0,REPEAT
6957,6943,61,2017-1,3,3,10.5,3.46,B+,3.5,3.46,10.5,
6958,6943,96,2019-1,3,3,6,2.2,C,2,2.72,6,
6959,6943,122,2019-1,3,3,6,2.2,C,2,2.72,6,
6960,6943,102,2020-1,3,3,11.25,2.08,A-,3.75,2.72,11.25,
6961,6943,123,2021-2,3,3,9,3.25,B,3,2.72,9,
6962,6943,54,2017-1,3,3,9,3.46,B,3,3.46,9,
6963,6943,101,2020-1,3,3,7.5,2.08,C+,2.5,2.72,7.5,
6964,6943,105,2020-2,3,3,10.5,3.5,B+,3.5,2.72,10.5,
6965,6943,104,2021-2,3,3,10.5,3.25,B+,3.5,2.72,10.5,
6966,6966,69,2017-1,3,3,10.5,3.5,B+,3.5,3.39,10.5,
6967,6966,110,2017-2,3,3,7.5,3.42,C+,2.5,3.39,7.5,
6968,6966,73,2017-2,3,3,11.25,3.42,A-,3.75,3.39,11.25,
6969,6966,84,2017-2,3,3,10.5,3.42,B+,3.5,3.39,10.5,
6970,6966,96,2018-1,3,3,9,3.29,B,3,3.39,9,
6971,6966,107,2018-1,3,3,9,3.29,B,3,3.39,9,
6972,6966,152,2018-1,3,3,9,3.29,B,3,3.39,9,
6973,6966,99,2018-1,3,3,10.5,3.29,B+,3.5,3.39,10.5,
6974,6966,117,2018-2,12,12,42,3.57,B+,3.5,3.39,42,
6975,6966,61,2019-1,3,3,9,3.08,B,3,3.39,9,
6976,6966,56,2017-1,3,3,10.5,3.5,B+,3.5,3.39,10.5,
6977,6966,75,2017-1,3,3,9,3.5,B,3,3.39,9,
6978,6966,60,2017-2,3,3,12,3.42,A,4,3.39,12,
6979,6966,118,2018-1,3,3,11.25,3.29,A-,3.75,3.39,11.25,
6980,6966,123,2017-2,3,3,9,3.42,B,3,3.39,9,
6981,6966,74,2018-1,3,3,10.5,3.29,B+,3.5,3.39,10.5,
6982,6966,206,2018-2,3,3,11.25,3.57,A-,3.75,3.39,11.25,
6983,6966,98,2019-1,3,3,0,3.08,F,0,3.39,0,
6984,6966,114,2017-1,3,3,12,3.5,A,4,3.39,12,
6985,6966,42,2019-1,3,3,12,3.08,A,4,3.39,12,
6986,6966,48,2019-1,3,3,10.5,3.08,B+,3.5,3.39,10.5,
6987,6966,108,2019-1,3,3,12,3.08,A,4,3.39,12,
6988,6966,72,2017-1,3,3,10.5,3.5,B+,3.5,3.39,10.5,
6989,6966,102,2017-1,3,3,10.5,3.5,B+,3.5,3.39,10.5,
6990,6966,109,2017-2,3,3,11.25,3.42,A-,3.75,3.39,11.25,
6991,6966,131,2018-2,1,1,4,3.57,A,4,3.39,4,
6992,6966,173,2018-2,3,3,10.5,3.57,B+,3.5,3.39,10.5,
6993,6966,58,2019-1,3,3,12,3.08,A,4,3.39,12,
6994,6966,95,2019-2,3,3,11.25,3.75,A-,3.75,3.39,11.25,
6995,6995,105,2020-2,3,3,0,0,F,0,1.38,0,
6996,6995,101,2020-1,3,3,4.5,1.83,D+,1.5,1.38,4.5,
6997,6995,106,2020-1,3,3,6,1.83,C,2,1.38,6,
6998,6995,99,2020-1,3,3,0,1.83,F,0,1.38,0,
6999,6995,102,2020-1,3,3,9,1.83,B,3,1.38,9,
7000,6995,103,2020-2,3,3,0,0,F,0,1.38,0,
7001,6995,69,2020-1,3,3,6,1.83,C,2,1.38,6,
7002,6995,73,2020-1,3,3,7.5,1.83,C+,2.5,1.38,7.5,
7003,7003,102,2017-1,3,3,10.5,3,B+,3.5,3,10.5,
7004,7003,72,2017-1,3,3,7.5,3,C+,2.5,3,7.5,
7005,7005,222,2016-3,0,,,,P,,,,
7006,7005,223,2016-3,0,,,,P,,,,
7007,7007,41,2017-1,3,3,9,3.15,B,3,1.77,9,
7008,7007,114,2017-1,3,3,10.5,3.15,B+,3.5,1.77,10.5,
7009,7007,115,2017-3,3,,,0,NG,,1.77,,
7010,7007,84,2017-2,3,3,0,0.47,F,0,1.77,0,
7011,7007,75,2017-1,3,0,0,3.15,WF,0,1.77,0,
7012,7007,56,2017-1,3,3,7.5,3.15,C+,2.5,1.77,7.5,
7013,7007,102,2017-1,3,3,9,3.15,B,3,1.77,9,
7014,7007,42,2017-1,3,3,11.25,3.15,A-,3.75,1.77,11.25,
7015,7007,131,2017-2,1,1,0,0.47,F,0,1.77,0,
7016,7007,60,2017-2,3,3,0,0.47,F,0,1.77,0,
7017,7007,123,2017-2,3,3,0,0.47,F,0,1.77,0,
7018,7007,110,2017-2,3,3,0,0.47,F,0,1.77,0,
7019,7007,58,2017-2,3,3,7.5,0.47,C+,2.5,1.77,7.5,
7020,7020,74,2017-1,3,3,12,3.13,A,4,2.96,12,
7021,7020,41,2017-2,3,3,11.25,3.05,A-,3.75,2.96,11.25,
7022,7020,131,2018-2,1,1,2,2.6,C,2,2.96,2,
7023,7020,49,2019-1,3,3,6,2.63,C,2,2.96,6,
7024,7020,75,2019-1,3,3,7.5,2.63,C+,2.5,2.96,7.5,
7025,7020,105,2019-2,3,3,9,3,B,3,2.96,9,
7026,7020,102,2017-1,3,3,6,3.13,C,2,2.96,6,
7027,7020,150,2017-2,3,3,7.5,3.05,C+,2.5,2.96,7.5,
7028,7020,173,2018-1,3,3,10.5,2.8,B+,3.5,2.96,10.5,
7029,7020,40,2018-2,3,3,6,2.6,C,2,2.96,6,
7030,7020,84,2018-2,3,3,7.5,2.6,C+,2.5,2.96,7.5,
7031,7020,101,2019-1,3,3,9,2.63,B,3,2.96,9,
7032,7020,99,2020-1,3,3,9,3,B,3,2.96,9,
7033,7020,114,2017-1,3,3,10.5,3.13,B+,3.5,2.96,10.5,
7034,7020,42,2017-2,3,3,10.5,3.05,B+,3.5,2.96,10.5,
7035,7020,100,2021-1,3,3,6,2,C,2,2.96,6,
7036,7020,109,2021-2,3,3,12,3,A,4,2.96,12,
7037,7020,123,2021-2,3,3,6,3,C,2,2.96,6,
7038,7020,60,2017-2,3,3,9,3.05,B,3,2.96,9,
7039,7020,107,2018-1,3,3,7.5,2.8,C+,2.5,2.96,7.5,
7040,7020,58,2018-1,3,3,10.5,2.8,B+,3.5,2.96,10.5,
7041,7020,48,2018-1,3,3,6,2.8,C,2,2.96,6,
7042,7020,95,2018-2,3,3,10.5,2.6,B+,3.5,2.96,10.5,
7043,7020,73,2020-1,3,3,9,3,B,3,2.96,9,
7044,7020,56,2017-1,3,3,9,3.13,B,3,2.96,9,
7045,7020,111,2017-2,3,3,7.5,3.05,C+,2.5,2.96,7.5,
7046,7020,69,2018-1,3,3,7.5,2.8,C+,2.5,2.96,7.5,
7047,7020,105,2018-2,3,3,3,2.6,D,1,2.96,3,REPEAT
7048,7020,118,2019-1,3,3,9,2.63,B,3,2.96,9,
7049,7020,96,2022-1,3,3,11.25,3.55,A-,3.75,2.96,11.25,
7050,7020,117,2022-1,12,12,42,3.55,B+,3.5,2.96,42,
7051,7051,102,2017-1,3,3,9,2.9,B,3,2.85,9,
7052,7051,44,2018-1,3,3,6,2.5,C,2,2.85,6,
7053,7051,43,2018-2,3,3,6,2,C,2,2.85,6,
7054,7051,118,2020-1,3,3,9,2.85,B,3,2.85,9,
7055,7051,49,2017-1,3,3,7.5,2.9,C+,2.5,2.85,7.5,
7056,7051,42,2017-2,3,3,9,3.23,B,3,2.85,9,
7057,7051,152,2018-1,3,3,6,2.5,C,2,2.85,6,
7058,7051,96,2019-1,3,3,6,2.33,C,2,2.85,6,
7059,7051,105,2019-2,3,3,7.5,3,C+,2.5,2.85,7.5,
7060,7051,101,2020-1,3,3,7.5,2.85,C+,2.5,2.85,7.5,
7061,7051,153,2020-1,3,3,11.25,2.85,A-,3.75,2.85,11.25,
7062,7051,99,2020-1,3,3,7.5,2.85,C+,2.5,2.85,7.5,
7063,7051,73,2020-1,3,3,7.5,2.85,C+,2.5,2.85,7.5,
7064,7051,117,2020-2,12,12,45,3.5,A-,3.75,2.85,45,
7065,7051,54,2017-1,3,0,0,2.9,WF,0,2.85,0,REPEAT
7066,7051,74,2017-1,3,3,10.5,2.9,B+,3.5,2.85,10.5,
7067,7051,84,2018-2,3,3,6,2,C,2,2.85,6,
7068,7051,122,2019-1,3,3,7.5,2.33,C+,2.5,2.85,7.5,
7069,7051,73,2019-2,3,0,0,3,AU,0,2.85,0,
7070,7051,56,2017-1,3,3,6,2.9,C,2,2.85,6,
7071,7051,109,2018-1,3,3,10.5,2.5,B+,3.5,2.85,10.5,
7072,7051,125,2019-2,3,3,10.5,3,B+,3.5,2.85,10.5,
7073,7051,55,2017-1,3,3,10.5,2.9,B+,3.5,2.85,10.5,
7074,7051,95,2017-2,3,3,11.25,3.23,A-,3.75,2.85,11.25,
7075,7051,73,2019-1,3,3,0,2.33,F,0,2.85,0,REPEAT
7076,7051,123,2020-2,3,3,7.5,3.5,C+,2.5,2.85,7.5,
7077,7051,131,2017-2,1,1,3.75,3.23,A-,3.75,2.85,3.75,
7078,7051,84,2017-2,3,0,0,3.23,W,0,2.85,0,REPEAT
7079,7051,54,2017-2,3,3,9,3.23,B,3,2.85,9,
7080,7051,58,2017-2,3,3,9,3.23,B,3,2.85,9,
7081,7051,170,2018-1,3,3,7.5,2.5,B,2.5,2.85,7.5,
7082,7051,103,2018-2,3,3,6,2,C,2,2.85,6,
7083,7051,69,2019-1,3,3,7.5,2.33,C+,2.5,2.85,7.5,
7084,7051,99,2019-1,3,3,3,2.33,D,1,2.85,3,REPEAT
7085,7085,100,2019-2,3,3,0,3.31,P,0,3.18,0,
7086,7085,106,2020-1,3,3,10.5,3.35,B+,3.5,3.18,10.5,
7087,7085,207,2020-2,3,3,7.5,2.67,C+,2.5,3.18,7.5,
7088,7085,132,2020-2,3,3,6,2.67,C,2,3.18,6,
7089,7085,123,2020-2,3,3,10.5,2.67,B+,3.5,3.18,10.5,
7090,7085,49,2021-1,3,3,11.25,3.4,A-,3.75,3.18,11.25,
7091,7085,107,2020-1,3,3,11.25,3.35,A-,3.75,3.18,11.25,
7092,7085,118,2021-1,3,3,11.25,3.4,A-,3.75,3.18,11.25,
7093,7085,74,2019-1,3,3,10.5,3.5,B+,3.5,3.18,10.5,
7094,7085,75,2019-1,3,3,10.5,3.5,B+,3.5,3.18,10.5,
7095,7085,171,2019-2,0,0,0,3.31,A,0,3.18,0,
7096,7085,99,2020-1,3,3,10.5,3.35,B+,3.5,3.18,10.5,
7097,7085,105,2020-2,3,3,4.5,2.67,D+,1.5,3.18,4.5,
7098,7085,218,2021-1,3,3,12,3.4,A,4,3.18,12,
7099,7085,150,2019-2,3,3,7.5,3.31,C+,2.5,3.18,7.5,
7100,7085,58,2019-2,3,3,11.25,3.31,A-,3.75,3.18,11.25,
7101,7085,116,2020-1,3,3,6,3.35,C,2,3.18,6,
7102,7085,104,2020-2,3,3,7.5,2.67,C+,2.5,3.18,7.5,
7103,7085,101,2021-1,3,3,6,3.4,C,2,3.18,6,
7104,7085,105,2021-2,3,3,3,3,D,1,3.18,3,REPEAT
7105,7085,117,2021-2,12,12,36,3,B,3,3.18,36,
7106,7085,105,2022-2,3,,,,,,3.18,,
7107,7085,102,2019-1,3,3,10.5,3.5,B+,3.5,3.18,10.5,
7108,7085,41,2019-1,3,3,10.5,3.5,B+,3.5,3.18,10.5,
7109,7085,73,2019-2,3,3,9,3.31,B,3,3.18,9,
7110,7085,69,2021-1,3,3,10.5,3.4,B+,3.5,3.18,10.5,
7111,7085,106,2019-1,3,3,4.5,3.5,D+,1.5,3.18,4.5,REPEAT
7112,7085,125,2019-2,3,3,12,3.31,A,4,3.18,12,
7113,7085,116,2019-2,3,3,0,3.31,F,0,3.18,0,REPEAT
7114,7085,152,2020-1,3,3,12,3.35,A,4,3.18,12,
7115,7085,103,2020-2,3,3,12,2.67,A,4,3.18,12,
